City,Date,PM2.5,PM10,NO2,NH3,SO2,CO,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Region
Patna,2016-03-01,231.3,394.83,106.14,35.11,33.32,7.19,29.38,4.13,40.34,4.32,386.0,Very Poor,North
Patna,2016-03-02,214.7,346.86,106.24,22.16,36.92,2.15,24.04,3.29,18.21,2.76,373.0,Very Poor,North
Patna,2016-03-03,179.5,262.7,48.53,25.85,23.31,2.61,0.0,5.29,21.6,3.09,346.0,Very Poor,North
Patna,2016-03-04,159.7,301.91,36.72,28.87,19.02,3.81,59.0,5.31,20.4,1.35,331.0,Very Poor,North
Patna,2016-03-05,262.9,205.24,106.13,33.41,30.38,5.77,82.08,7.83,27.95,1.16,406.0,Severe,North
Patna,2016-03-06,154.2,231.88,43.61,23.75,22.54,3.17,24.84,4.71,3.49,0.54,326.0,Very Poor,North
Patna,2016-03-07,168.5,284.11,49.34,38.25,20.11,4.05,61.57,2.69,21.31,1.92,337.0,Very Poor,North
Patna,2016-03-08,213.4,336.01,99.42,52.04,19.4,3.4,147.75,2.77,12.98,2.84,372.0,Very Poor,North
Patna,2016-03-09,155.6,222.73,,35.57,8.26,2.38,,2.21,20.28,1.92,328.0,Very Poor,North
Patna,2016-03-10,146.6,282.09,67.35,31.41,11.8,2.42,32.45,4.3,17.44,2.89,321.0,Very Poor,North
Patna,2016-03-11,192.3,301.8,78.5,42.72,,1.61,,8.29,26.4,5.31,356.0,Very Poor,North
Patna,2016-03-12,185.2,326.34,45.13,28.26,9.49,2.54,30.94,7.99,,3.25,350.0,Very Poor,North
Patna,2016-03-13,204.0,268.03,22.2,26.74,26.25,3.53,43.86,6.93,12.3,,365.0,Very Poor,North
Patna,2016-03-14,210.7,325.38,92.69,16.89,20.25,,75.71,5.69,21.42,4.51,370.0,Very Poor,North
Patna,2016-03-15,134.5,216.21,,30.99,15.77,2.02,18.81,5.4,15.61,4.02,311.0,Very Poor,North
Patna,2016-03-16,146.3,253.28,42.35,29.67,35.42,3.35,30.63,,11.02,,320.0,Very Poor,North
Patna,2016-03-17,,231.94,21.43,12.96,26.55,2.09,61.31,2.48,,1.24,308.0,Very Poor,North
Patna,2016-03-18,262.7,352.08,132.77,57.98,32.84,3.67,50.4,9.88,37.68,,406.0,Severe,North
Patna,2016-03-19,198.0,267.85,90.91,36.07,34.57,2.15,49.58,7.48,16.12,4.24,360.0,Very Poor,North
Patna,2016-03-20,142.1,192.82,33.02,23.53,13.54,1.83,,1.89,0.36,1.73,317.0,Very Poor,North
Patna,2016-03-21,236.0,431.9,65.13,53.5,,4.74,95.74,7.7,22.39,8.23,389.0,Very Poor,North
Patna,2016-03-22,184.1,322.03,65.1,30.56,12.46,3.98,83.41,6.58,20.78,2.05,349.0,Very Poor,North
Patna,2016-03-23,147.6,202.73,48.45,38.24,13.39,2.6,56.74,6.84,3.44,2.25,321.0,Very Poor,North
Patna,2016-03-24,141.3,208.69,44.73,11.75,14.78,2.57,24.71,3.32,12.83,3.0,317.0,Very Poor,North
Patna,2016-03-25,113.4,212.95,46.86,17.62,21.59,2.32,38.24,4.45,5.46,1.87,277.0,Poor,North
Patna,2016-03-26,175.8,223.6,47.69,35.27,19.87,2.71,45.94,4.13,18.61,6.11,343.0,Very Poor,North
Patna,2016-03-27,164.0,282.49,43.45,22.17,12.11,1.82,36.9,5.85,18.2,2.08,334.0,Very Poor,North
Patna,2016-03-28,144.4,245.36,53.49,33.96,14.9,2.44,66.78,3.79,9.63,2.76,319.0,Very Poor,North
Patna,2016-03-29,153.0,199.95,47.6,34.45,31.24,2.32,59.93,4.96,20.95,,326.0,Very Poor,North
Patna,2016-03-30,177.8,365.93,84.73,50.8,22.77,3.76,44.4,0.0,17.85,3.27,345.0,Very Poor,North
Patna,2016-03-31,171.2,328.66,44.01,58.27,23.33,1.89,,0.1,20.7,2.52,340.0,Very Poor,North
Patna,2016-04-01,121.7,186.92,39.4,28.55,6.2,1.49,43.31,2.68,13.82,1.83,302.0,Very Poor,North
Patna,2016-04-02,180.8,269.49,70.29,35.52,22.18,2.14,67.65,5.06,7.9,0.0,347.0,Very Poor,North
Patna,2016-04-03,141.9,251.37,32.63,17.31,12.87,2.89,9.6,2.56,5.94,3.09,317.0,Very Poor,North
Patna,2016-04-04,132.4,213.33,44.24,32.71,22.12,3.12,48.85,6.44,6.92,3.16,310.0,Very Poor,North
Patna,2016-04-05,189.7,233.63,57.52,26.15,25.06,4.89,69.14,,21.26,3.24,354.0,Very Poor,North
Patna,2016-04-06,135.4,251.46,68.14,30.72,17.48,3.92,8.84,3.89,8.12,2.38,,,North
Patna,2016-04-07,142.2,277.26,43.29,34.14,11.7,1.58,43.86,3.85,21.38,5.87,317.0,Very Poor,North
Patna,2016-04-08,111.9,138.56,25.78,16.77,14.4,1.86,16.67,6.06,,4.21,272.0,Poor,North
Patna,2016-04-09,83.2,143.19,23.83,12.48,8.56,1.01,20.0,3.03,0.74,2.47,177.0,Moderate,North
Patna,2016-04-10,129.1,183.43,47.38,24.34,10.95,1.52,52.66,1.1,9.0,0.65,307.0,Very Poor,North
Patna,2016-04-11,128.3,215.02,30.89,18.98,15.64,2.51,8.67,2.63,12.39,4.12,307.0,Very Poor,North
Patna,2016-04-12,132.9,210.44,58.11,24.06,0.0,3.43,47.15,4.32,12.0,3.06,310.0,Very Poor,North
Patna,2016-04-13,113.0,183.76,33.09,23.12,9.38,1.34,37.56,,6.53,1.56,276.0,Poor,North
Patna,2016-04-14,76.6,104.52,18.24,19.8,3.61,,20.54,2.92,10.51,1.51,154.0,Moderate,North
Patna,2016-04-15,129.7,271.69,60.66,20.7,4.83,2.25,41.68,0.47,11.99,0.0,308.0,Very Poor,North
Patna,2016-04-16,136.1,210.69,32.2,24.01,15.09,2.38,35.66,4.94,4.47,2.16,,,North
Patna,2016-04-17,139.8,,44.11,16.67,25.03,2.32,17.7,5.31,5.53,3.19,,,North
Patna,2016-04-18,124.6,276.32,46.07,25.29,4.35,1.94,26.71,3.44,8.59,3.47,304.0,Very Poor,North
Patna,2016-04-19,94.0,171.16,31.94,15.28,8.46,1.81,43.65,,8.64,2.33,211.0,Poor,North
Patna,2016-04-20,103.5,129.48,40.56,11.34,5.93,1.13,29.04,1.76,3.3,,244.0,Poor,North
Patna,2016-04-21,102.7,194.47,29.39,20.15,15.78,1.12,22.66,4.46,9.33,1.9,241.0,Poor,North
Patna,2016-04-22,101.9,204.94,35.44,20.65,12.15,0.94,36.7,1.93,3.96,0.26,238.0,Poor,North
Patna,2016-04-23,73.7,70.25,16.31,10.9,10.31,1.15,20.7,2.96,0.0,1.5,144.0,Moderate,North
Patna,2016-04-24,107.0,173.78,17.54,15.06,7.36,1.0,52.54,,11.61,2.46,256.0,Poor,North
Patna,2016-04-25,74.6,116.78,26.49,16.68,9.98,2.05,30.52,,9.64,2.5,147.0,Moderate,North
Patna,2016-04-26,88.8,115.2,26.37,10.44,6.99,1.65,20.74,3.44,9.08,2.1,196.0,Moderate,North
Patna,2016-04-27,76.8,113.31,14.04,17.97,15.41,1.46,25.49,1.75,6.24,2.51,155.0,Moderate,North
Patna,2016-04-28,100.4,187.0,46.55,26.7,12.18,1.86,25.46,3.69,7.35,2.36,233.0,Poor,North
Patna,2016-04-29,116.5,147.92,21.83,22.98,17.25,2.28,18.02,4.91,19.48,1.32,288.0,Poor,North
Patna,2016-04-30,84.8,122.98,24.43,19.61,9.51,1.18,16.52,0.68,10.48,1.89,182.0,Moderate,North
Patna,2016-05-01,95.3,139.96,27.59,7.62,4.89,1.37,22.15,,12.86,1.39,216.0,Poor,North
Patna,2016-05-02,83.0,142.3,18.92,17.38,7.44,1.6,23.12,2.33,9.58,2.27,176.0,Moderate,North
Patna,2016-05-03,130.6,245.22,42.92,21.17,17.58,3.38,52.62,2.66,14.15,2.9,308.0,Very Poor,North
Patna,2016-05-04,,,42.15,14.59,17.31,1.19,35.11,2.55,7.38,2.92,276.0,Poor,North
Patna,2016-05-05,94.4,102.82,31.39,16.67,16.31,1.07,50.02,3.92,,1.49,212.0,Poor,North
Patna,2016-05-06,83.0,147.92,23.34,16.02,6.17,1.81,26.6,1.97,6.66,1.09,176.0,Moderate,North
Patna,2016-05-07,98.5,115.49,,17.61,8.47,1.77,29.01,1.33,11.96,0.0,226.0,Poor,North
Patna,2016-05-08,110.8,156.15,41.11,26.97,9.61,1.5,31.8,1.38,7.21,1.49,268.0,Poor,North
Patna,2016-05-09,72.4,114.37,30.1,17.43,8.15,1.33,19.07,0.45,3.53,2.14,140.0,Moderate,North
Patna,2016-05-10,111.1,164.59,49.78,14.22,10.92,1.93,29.69,2.3,10.57,3.09,270.0,Poor,North
Patna,2016-05-11,67.1,116.17,29.14,11.75,6.51,0.9,36.22,3.36,5.24,2.13,122.0,Moderate,North
Patna,2016-05-12,,135.66,21.02,7.31,7.81,1.28,28.7,3.17,6.95,0.82,172.0,Moderate,North
Patna,2016-05-13,79.1,166.48,32.02,22.56,15.39,1.14,31.5,1.41,10.42,2.24,163.0,Moderate,North
Patna,2016-05-14,55.2,84.58,,8.43,4.33,1.07,10.23,0.6,2.69,0.84,92.0,Satisfactory,North
Patna,2016-05-15,95.1,162.04,31.92,18.99,12.21,1.81,,5.16,9.9,1.85,215.0,Poor,North
Patna,2016-05-16,80.6,143.42,36.35,10.23,13.94,1.27,21.94,2.99,5.54,1.98,168.0,Moderate,North
Patna,2016-05-17,69.3,133.28,25.44,13.84,9.12,1.24,24.46,1.89,5.42,0.16,129.0,Moderate,North
Patna,2016-05-18,,151.88,53.18,20.07,18.52,2.56,44.96,3.31,4.5,,260.0,Poor,North
Patna,2016-05-19,81.4,136.34,19.76,14.89,0.0,1.33,25.66,1.58,6.44,1.76,171.0,Moderate,North
Patna,2016-05-20,101.4,199.73,38.22,20.11,13.69,2.81,36.54,3.4,13.54,2.08,237.0,Poor,North
Patna,2016-05-21,72.2,111.47,22.39,11.46,8.76,0.5,,1.11,3.6,1.13,139.0,Moderate,North
Patna,2016-05-22,70.9,128.15,23.46,9.18,2.83,0.89,15.69,1.29,11.62,0.21,135.0,Moderate,North
Patna,2016-05-23,85.0,141.68,27.9,7.11,10.05,1.61,32.74,,11.84,,183.0,Moderate,North
Patna,2016-05-24,80.2,187.5,35.5,9.04,,0.99,19.9,4.57,10.33,0.38,166.0,Moderate,North
Patna,2016-05-25,71.8,121.99,23.45,15.7,6.28,1.15,14.76,1.8,8.5,1.65,138.0,Moderate,North
Patna,2016-05-26,72.3,143.73,32.02,14.45,7.89,1.99,35.62,0.69,10.0,2.69,139.0,Moderate,North
Patna,2016-05-27,91.9,145.36,29.4,27.83,14.26,1.93,53.32,1.51,,2.01,204.0,Poor,North
Patna,2016-05-28,78.6,82.25,,10.35,5.86,1.07,18.2,1.9,,,161.0,Moderate,North
Patna,2016-05-29,77.5,101.9,22.31,9.64,7.82,0.85,36.57,2.09,4.49,1.78,,,North
Patna,2016-05-30,62.9,95.49,24.34,13.09,10.32,0.21,25.04,1.43,2.68,0.17,107.0,Moderate,North
Patna,2016-05-31,72.3,152.23,31.44,21.55,8.33,1.34,7.99,0.63,6.08,0.45,140.0,Moderate,North
Patna,2016-06-01,67.6,115.6,31.17,13.55,4.25,0.55,21.24,1.45,6.4,1.21,123.0,Moderate,North
Patna,2016-06-02,78.4,157.37,34.68,17.42,6.46,1.18,,3.73,3.01,2.77,161.0,Moderate,North
Patna,2016-06-03,67.9,127.04,40.42,7.11,9.59,1.11,24.02,1.47,0.0,0.85,125.0,Moderate,North
Patna,2016-06-04,83.5,145.05,,20.46,7.04,1.06,24.21,1.77,9.61,0.42,178.0,Moderate,North
Patna,2016-06-05,90.3,154.12,29.31,19.55,7.12,,26.27,1.55,7.84,1.77,500.0,Severe,North
Patna,2016-06-06,76.8,136.1,31.15,14.9,7.68,1.72,25.56,2.77,8.72,1.65,155.0,Moderate,North
Patna,2016-06-07,72.6,111.93,24.83,16.61,10.32,1.36,24.83,1.09,5.17,1.94,140.0,Moderate,North
Patna,2016-06-08,65.4,113.55,23.19,12.63,9.71,1.26,10.22,2.42,4.54,0.42,116.0,Moderate,North
Patna,2016-06-09,86.8,121.31,27.69,18.89,10.15,1.27,15.69,1.71,4.02,1.63,189.0,Moderate,North
Patna,2016-06-10,68.7,92.65,22.31,11.09,9.02,1.37,31.68,2.66,3.16,0.0,127.0,Moderate,North
Patna,2016-06-11,55.1,73.61,9.8,7.64,5.68,0.7,15.62,1.02,2.77,1.74,92.0,Satisfactory,North
Patna,2016-06-12,75.0,110.22,27.03,16.11,6.67,1.51,15.69,,2.55,1.08,149.0,Moderate,North
Patna,2016-06-13,78.1,140.01,21.58,7.9,10.89,1.32,19.77,4.09,6.1,1.16,159.0,Moderate,North
Patna,2016-06-14,50.5,71.98,21.57,7.91,7.4,0.56,,0.91,5.53,0.9,84.0,Satisfactory,North
Patna,2016-06-15,59.6,112.11,,13.13,7.89,0.8,26.87,1.71,6.01,1.42,99.0,Satisfactory,North
Patna,2016-06-16,61.5,134.34,21.39,12.43,6.32,1.49,27.26,1.98,,1.13,103.0,Moderate,North
Patna,2016-06-17,73.0,115.62,19.26,7.79,13.26,1.61,22.19,,7.63,1.61,142.0,Moderate,North
Patna,2016-06-18,68.2,104.32,22.89,13.99,4.79,1.18,25.59,1.97,10.4,1.05,,,North
Patna,2016-06-19,50.6,63.79,12.53,10.04,6.66,0.81,14.41,,2.42,0.83,84.0,Satisfactory,North
Patna,2016-06-20,67.0,93.85,11.58,18.61,5.89,1.12,23.56,0.93,3.77,1.33,122.0,Moderate,North
Patna,2016-06-21,,,26.99,11.52,8.42,1.23,27.87,2.33,3.69,2.12,,,North
Patna,2016-06-22,66.2,98.87,17.61,3.93,6.26,1.33,9.05,3.52,0.0,0.81,119.0,Moderate,North
Patna,2016-06-23,,102.2,21.51,9.72,3.19,0.61,17.44,1.1,3.55,1.02,88.0,Satisfactory,North
Patna,2016-06-24,66.6,83.48,15.55,8.1,5.96,1.23,20.37,3.06,2.2,1.54,,,North
Patna,2016-06-25,61.5,115.28,17.82,8.7,6.88,1.0,13.31,1.99,7.91,1.53,103.0,Moderate,North
Patna,2016-06-26,69.6,127.3,23.19,7.93,,1.0,13.9,2.02,0.82,2.13,130.0,Moderate,North
Patna,2016-06-27,,97.35,31.84,17.93,14.36,2.16,41.7,2.08,8.85,1.2,163.0,Moderate,North
Patna,2016-06-28,83.6,96.02,19.93,14.54,9.82,1.58,37.86,1.77,3.15,1.35,178.0,Moderate,North
Patna,2016-06-29,63.1,116.26,30.53,18.07,10.47,0.94,17.72,2.26,3.71,0.84,108.0,Moderate,North
Patna,2016-06-30,75.5,102.04,33.63,13.28,10.77,1.44,34.0,0.1,10.64,2.44,150.0,Moderate,North
Patna,2016-07-01,74.1,135.83,29.8,10.81,9.06,1.69,6.33,2.69,6.93,1.95,,,North
Patna,2016-07-02,54.3,69.67,10.51,5.33,7.14,0.68,10.17,2.06,3.51,1.37,90.0,Satisfactory,North
Patna,2016-07-03,57.0,78.04,13.11,11.28,5.39,1.06,15.41,0.18,3.84,0.22,95.0,Satisfactory,North
Patna,2016-07-04,74.5,137.14,30.36,14.35,3.83,1.42,,2.05,,0.08,147.0,Moderate,North
Patna,2016-07-05,70.8,118.42,17.27,16.41,7.03,1.36,25.39,2.44,2.53,1.14,134.0,Moderate,North
Patna,2016-07-06,96.6,198.68,40.88,20.92,7.59,1.65,24.09,,3.04,2.86,220.0,Poor,North
Patna,2016-07-07,36.0,69.12,15.37,12.23,3.95,0.55,11.33,1.35,3.11,0.29,59.0,Satisfactory,North
Patna,2016-07-08,76.7,130.33,20.07,7.86,17.15,1.72,28.15,2.18,9.04,0.73,155.0,Moderate,North
Patna,2016-07-09,72.1,107.96,15.94,11.87,6.29,0.85,14.42,0.43,8.15,2.18,139.0,Moderate,North
Patna,2016-07-10,57.9,97.64,17.1,9.82,3.23,,17.92,0.83,2.95,0.73,96.0,Satisfactory,North
Patna,2016-07-11,26.9,47.91,10.9,5.96,4.29,,13.9,0.5,2.17,0.45,45.0,Good,North
Patna,2016-07-12,71.7,117.58,24.46,11.43,7.29,0.43,28.43,1.16,5.03,0.67,138.0,Moderate,North
Patna,2016-07-13,76.5,119.44,10.42,16.59,6.78,1.37,30.59,1.27,,0.94,154.0,Moderate,North
Patna,2016-07-14,81.7,140.48,28.42,10.25,12.37,,16.99,2.62,9.3,3.44,172.0,Moderate,North
Patna,2016-07-15,74.2,126.17,24.97,14.42,11.3,0.98,30.57,0.68,8.68,2.19,146.0,Moderate,North
Patna,2016-07-16,79.4,119.38,25.95,11.88,4.91,1.31,20.81,2.87,5.69,1.46,164.0,Moderate,North
Patna,2016-07-17,72.9,114.44,26.84,8.85,9.27,1.06,23.38,3.1,0.29,1.99,142.0,Moderate,North
Patna,2016-07-18,67.9,100.6,21.16,9.38,9.59,0.84,30.18,2.67,6.73,0.0,125.0,Moderate,North
Patna,2016-07-19,52.9,88.81,18.39,13.56,0.0,0.73,21.17,1.35,3.76,0.21,88.0,Satisfactory,North
Patna,2016-07-20,82.7,130.31,36.84,23.8,14.49,1.47,,1.86,14.03,1.48,175.0,Moderate,North
Patna,2016-07-21,82.7,150.69,25.95,15.28,14.03,1.5,20.3,1.58,8.51,1.23,175.0,Moderate,North
Patna,2016-07-22,77.0,180.82,30.44,23.73,6.93,1.67,34.7,3.74,10.92,1.55,156.0,Moderate,North
Patna,2016-07-23,80.8,98.91,33.69,9.81,11.86,1.62,29.14,3.97,9.11,0.46,169.0,Moderate,North
Patna,2016-07-24,77.1,79.85,22.42,11.45,9.62,,13.43,2.41,9.02,1.31,156.0,Moderate,North
Patna,2016-07-25,99.0,159.63,40.54,21.83,10.45,2.48,19.12,,8.4,1.73,228.0,Poor,North
Patna,2016-07-26,83.3,115.05,32.97,18.67,11.12,1.97,,2.56,9.01,1.58,177.0,Moderate,North
Patna,2016-07-27,53.0,84.51,17.34,8.81,5.65,1.0,14.15,2.2,6.63,0.0,,,North
Patna,2016-07-28,52.1,56.58,16.97,9.36,6.58,1.17,15.35,1.14,4.68,0.78,87.0,Satisfactory,North
Patna,2016-07-29,51.6,100.33,19.98,14.81,3.51,0.48,9.69,,6.44,1.18,86.0,Satisfactory,North
Patna,2016-07-30,72.3,117.82,19.03,,12.49,,16.56,0.69,3.13,1.47,139.0,Moderate,North
Patna,2016-07-31,49.2,62.76,18.49,8.92,6.37,,12.88,,2.64,,,,North
Patna,2016-08-01,78.2,114.99,32.28,7.21,1.42,1.54,14.26,1.75,9.81,2.05,160.0,Moderate,North
Patna,2016-08-02,55.3,101.32,17.9,12.44,6.59,0.55,11.85,0.0,5.39,1.33,92.0,Satisfactory,North
Patna,2016-08-03,62.1,103.8,16.45,17.11,4.1,1.01,8.96,2.06,8.2,0.0,105.0,Moderate,North
Patna,2016-08-04,79.8,168.78,28.82,12.72,9.44,1.2,42.73,3.29,10.09,3.31,165.0,Moderate,North
Patna,2016-08-05,88.9,148.37,31.31,30.37,7.91,1.52,15.86,0.48,4.83,,196.0,Moderate,North
Patna,2016-08-06,63.7,100.53,18.9,14.12,6.84,1.03,14.35,3.05,3.95,1.58,110.0,Moderate,North
Patna,2016-08-07,56.7,78.95,25.34,11.62,2.95,0.6,23.73,1.5,3.8,0.59,,,North
Patna,2016-08-08,68.1,140.42,19.68,,9.89,0.84,12.8,2.05,6.22,0.81,,,North
Patna,2016-08-09,78.7,138.2,13.96,19.43,7.56,1.76,43.26,,5.03,2.66,161.0,Moderate,North
Patna,2016-08-10,,134.89,19.12,10.04,13.56,1.23,30.57,1.83,,0.0,104.0,Moderate,North
Patna,2016-08-11,86.4,155.33,29.39,20.34,10.5,1.11,29.67,2.37,10.37,,188.0,Moderate,North
Patna,2016-08-12,67.2,104.86,18.31,11.33,9.28,0.94,10.68,2.73,5.67,1.86,,,North
Patna,2016-08-13,70.7,93.44,11.87,7.95,5.01,1.17,17.25,0.97,0.0,1.48,134.0,Moderate,North
Patna,2016-08-14,85.6,141.65,19.33,19.04,10.47,1.53,16.51,2.05,11.95,2.68,185.0,Moderate,North
Patna,2016-08-15,73.6,128.76,11.63,20.04,11.14,1.46,16.76,2.27,11.0,1.74,144.0,Moderate,North
Patna,2016-08-16,109.9,209.62,29.64,,9.91,2.49,48.19,5.84,8.41,2.71,,,North
Patna,2016-08-17,92.2,193.16,22.34,21.87,6.44,1.36,13.2,1.99,2.88,0.75,205.0,Poor,North
Patna,2016-08-18,63.0,111.99,22.24,6.39,14.82,0.97,8.85,2.39,5.66,0.75,108.0,Moderate,North
Patna,2016-08-19,80.9,123.71,26.23,23.3,10.13,1.73,19.21,2.6,4.76,0.96,169.0,Moderate,North
Patna,2016-08-20,70.3,91.05,26.36,14.04,1.42,1.63,,2.72,4.97,0.3,133.0,Moderate,North
Patna,2016-08-21,58.2,,10.26,5.6,5.03,0.52,17.99,1.89,5.28,0.69,97.0,Satisfactory,North
Patna,2016-08-22,,173.93,18.12,21.55,12.42,1.41,25.83,2.81,4.07,0.3,168.0,Moderate,North
Patna,2016-08-23,89.7,124.01,,15.16,11.84,1.37,19.12,3.84,6.86,,199.0,Moderate,North
Patna,2016-08-24,83.0,142.37,29.26,18.81,9.48,1.87,10.68,3.88,4.4,0.3,176.0,Moderate,North
Patna,2016-08-25,66.9,107.7,19.1,9.5,10.86,0.89,1.94,1.69,11.56,0.63,121.0,Moderate,North
Patna,2016-08-26,65.6,104.84,31.85,11.71,5.06,1.31,21.97,2.4,3.08,0.94,117.0,Moderate,North
Patna,2016-08-27,,145.25,33.87,15.84,13.23,1.58,19.09,3.23,4.39,2.85,214.0,Poor,North
Patna,2016-08-28,93.5,129.24,26.54,16.53,8.96,2.0,18.71,0.77,6.32,2.19,210.0,Poor,North
Patna,2016-08-29,94.2,162.8,27.73,18.58,8.71,0.52,18.62,3.47,7.44,1.59,212.0,Poor,North
Patna,2016-08-30,96.0,139.62,26.33,21.11,8.65,1.36,46.65,1.49,5.79,2.34,218.0,Poor,North
Patna,2016-08-31,79.8,107.72,40.39,12.16,8.75,1.62,44.65,1.95,4.21,1.99,165.0,Moderate,North
Patna,2016-09-01,111.4,193.27,36.21,24.9,3.66,1.64,9.02,2.8,7.71,0.0,271.0,Poor,North
Patna,2016-09-02,84.1,156.18,28.0,9.1,14.56,2.37,29.26,2.12,6.41,2.05,180.0,Moderate,North
Patna,2016-09-03,83.3,128.16,27.55,11.02,6.05,1.17,25.2,0.63,5.71,1.39,177.0,Moderate,North
Patna,2016-09-04,75.2,131.5,29.26,14.38,12.42,1.45,20.2,1.51,,1.52,149.0,Moderate,North
Patna,2016-09-05,77.3,101.57,24.5,20.24,,1.98,,2.08,7.86,2.29,157.0,Moderate,North
Patna,2016-09-06,83.9,162.92,35.61,17.66,6.15,1.47,4.62,3.02,6.12,1.16,179.0,Moderate,North
Patna,2016-09-07,93.8,129.07,33.75,16.85,10.55,1.83,48.66,3.32,13.6,3.18,211.0,Poor,North
Patna,2016-09-08,96.1,118.19,31.62,12.93,23.09,1.21,11.56,0.0,4.62,2.04,218.0,Poor,North
Patna,2016-09-09,101.5,144.92,45.95,19.92,10.12,1.92,,3.12,4.58,2.46,237.0,Poor,North
Patna,2016-09-10,91.7,128.77,34.26,4.88,10.53,1.73,9.84,,10.17,2.48,203.0,Poor,North
Patna,2016-09-11,107.0,,33.44,20.01,4.39,1.71,28.81,3.64,6.08,2.96,256.0,Poor,North
Patna,2016-09-12,87.8,187.48,36.45,19.02,6.18,,43.19,3.67,6.89,1.39,192.0,Moderate,North
Patna,2016-09-13,90.5,122.86,27.98,21.44,13.7,1.45,44.55,3.99,5.33,0.66,500.0,Severe,North
Patna,2016-09-14,97.0,153.74,28.51,20.69,14.57,2.16,29.74,0.0,12.48,1.16,221.0,Poor,North
Patna,2016-09-15,93.1,155.3,50.84,30.1,9.37,1.0,13.78,3.13,6.34,0.83,208.0,Poor,North
Patna,2016-09-16,80.4,145.86,27.58,13.75,8.44,1.38,26.25,,,1.74,167.0,Moderate,North
Patna,2016-09-17,83.5,102.27,22.52,19.11,10.92,1.31,13.65,,3.68,1.43,178.0,Moderate,North
Patna,2016-09-18,90.4,117.86,32.79,17.14,0.66,1.43,30.02,2.52,8.72,1.33,500.0,Severe,North
Patna,2016-09-19,89.4,150.91,32.72,14.77,14.82,2.3,21.12,1.27,3.17,2.15,198.0,Moderate,North
Patna,2016-09-20,100.6,181.58,39.58,16.7,3.66,1.54,50.16,3.38,10.79,2.92,234.0,Poor,North
Patna,2016-09-21,77.7,136.59,30.69,11.2,10.52,1.94,19.58,0.52,7.54,1.04,158.0,Moderate,North
Patna,2016-09-22,95.2,141.37,33.82,26.05,11.31,0.87,32.85,2.88,9.39,2.83,215.0,Poor,North
Patna,2016-09-23,84.0,136.64,21.83,17.78,10.67,1.39,,1.34,7.99,,180.0,Moderate,North
Patna,2016-09-24,84.3,96.67,14.44,14.99,13.69,1.05,25.36,0.0,7.53,0.65,180.0,Moderate,North
Patna,2016-09-25,87.3,,15.19,28.85,7.02,1.58,35.56,2.52,2.99,,191.0,Moderate,North
Patna,2016-09-26,63.3,102.25,31.44,7.3,5.4,,17.66,,6.69,,109.0,Moderate,North
Patna,2016-09-27,48.6,65.82,25.78,10.69,8.83,0.61,14.27,1.35,3.3,1.08,,,North
Patna,2016-09-28,76.6,153.78,29.93,14.51,9.62,1.25,7.13,,6.33,1.26,154.0,Moderate,North
Patna,2016-09-29,107.6,198.37,32.4,15.35,16.33,2.05,24.26,1.57,6.74,2.57,258.0,Poor,North
Patna,2016-09-30,126.5,208.17,35.05,41.67,13.2,1.73,31.76,3.01,17.89,0.41,305.0,Very Poor,North
Patna,2016-10-01,108.1,155.93,27.68,16.52,10.06,1.7,22.59,2.67,5.38,3.84,259.0,Poor,North
Patna,2016-10-02,116.1,180.08,30.71,24.6,,1.84,23.3,3.33,15.61,2.05,287.0,Poor,North
Patna,2016-10-03,94.2,162.51,33.33,15.75,8.37,2.1,41.88,5.71,10.23,1.99,212.0,Poor,North
Patna,2016-10-04,115.7,169.85,46.99,30.34,18.86,3.12,26.39,2.7,9.4,,285.0,Poor,North
Patna,2016-10-05,109.8,205.65,43.84,22.95,17.82,2.32,25.01,0.0,8.41,2.24,265.0,Poor,North
Patna,2016-10-06,101.6,,30.8,15.16,7.79,2.07,43.76,1.33,8.89,2.83,237.0,Poor,North
Patna,2016-10-07,98.0,184.41,,21.91,9.72,,,2.58,10.86,1.66,225.0,Poor,North
Patna,2016-10-08,97.9,133.57,27.82,17.63,3.09,1.45,7.34,2.04,8.63,1.39,225.0,Poor,North
Patna,2016-10-09,115.7,175.84,15.86,26.73,12.83,1.47,23.95,0.18,9.72,2.61,285.0,Poor,North
Patna,2016-10-10,90.7,133.2,32.85,24.63,15.03,2.04,49.18,,12.41,1.89,,,North
Patna,2016-10-11,,193.87,25.74,21.97,9.21,1.93,32.37,3.14,8.7,2.47,223.0,Poor,North
Patna,2016-10-12,117.6,158.0,40.7,20.57,,1.85,53.28,3.42,15.29,1.23,292.0,Poor,North
Patna,2016-10-13,99.9,154.17,38.41,12.88,4.82,,36.7,1.9,10.07,1.35,231.0,Poor,North
Patna,2016-10-14,,138.92,,14.32,8.83,1.22,12.76,3.45,6.23,1.71,140.0,Moderate,North
Patna,2016-10-15,97.0,149.54,37.14,17.32,11.15,1.88,31.75,3.64,8.5,1.91,,,North
Patna,2016-10-16,113.9,185.9,30.22,22.44,,1.93,15.13,2.52,11.15,1.29,279.0,Poor,North
Patna,2016-10-17,92.1,,30.55,27.32,8.99,2.09,24.54,2.28,10.21,0.43,205.0,Poor,North
Patna,2016-10-18,,273.05,65.7,27.43,20.94,3.42,42.97,2.71,7.7,2.34,322.0,Very Poor,North
